										
1	0.05	0.09	0.14	0.18	0.23	0.28	0.32	0.37	0.42	0.46
1	0.0325	0.0585	0.091	0.117	0.1495	0.182	0.208	0.2405	0.273	0.299
1	0.01	0.018	0.028	0.036	0.046	0.056	0.064	0.074	0.084	0.092
1	0.0075	0.0135	0.021	0.027	0.0345	0.042	0.048	0.0555	0.063	0.069
1	0.01	0.018	0.028	0.036	0.046	0.056	0.064	0.074	0.084	0.092
1	0.2	0.3444	0.4889	0.6333	0.7778	0.9222	1.0667	1.2111	1.3556	1.5
1	2	3.6	5.6	7.2	9.2	11.2	12.8	14.8	16.8	18.4
